6970882174387,Aparat mushkonjash ParPar,500,1
6970882170037,Tableta mushkonjash PifPafs,300,1
6970145430366,Leng mushkonjash,350,1
5000204816778,Aparat Raid,700,1
8008090063013,Spirale mushkonjash,200,1
5000204542189,Aparat Raid,450,1
6957384721325,Xhel flokesh Hobby,200,1
6957384721325,Xhel flokesh Hobby,200,1
6957384721325,Xhel flokesh Drago,100,1
5601036206036,Xhel flokesh L'Oreal,500,1
8008970008288,Tesori d'Oriente,600,1
8008970002866,Tesori d'Oriente,600,1
8008970043654,Tesori d'Oriente,600,1
8008970039176,Tesori d'Oriente,600,1
8008970006130,Tesori d'Oriente,600,1
6948122308038,Furce dhembesh Cobor,150,1
6945507871064,Furce dhembesh Vinsa,150,1
5900273150035,Furce dhembesh Colgate Kids,300,1
6971667826668,Furce dhembesh Clean Doctor,250,1
6927236633410,Furce dhembesh Doctor,200,1
6934985786625,Furce dhembesh Suree,200,1
6932485155484,Spray mushkonjash,500,1
8718951038141,Listerine Colgate,300,1
8718951288881,Colgate MaxFresh,250,1
8718951291010,Colgate MaxFreshBlue,250,1
8714789930848,Colgate OpticWhite,250,1
7891024128978,Colgate TripleAction,120,1
6001076001025,Paste dhembesh AquaFresh,200,1
8714789285023,Colgate Kids,150,1
5060226946907,Shkume rroje Solo,200,1
8003510005284,Shkume rroje Figaro,200,1
8004120905469,Shkume rroje Figaro,250,1
8004120083754,Shkume rroje Figaro,200,1
7702018980833, Xhel rroje Gillete,400,1
7702018980925,Shkum rroje Gillete,300,1
7702018872749,Xhel rroje Gillete,400,1
8003510008605,Aftershave Intesa,500,1
4005808221660,Aftershave Nivea,750,1
8003693401323,Aftershave Genera,500,1
8003693400173,Aftershave Genera Blue Water,500,1
3800031754043,Aftershave Kyna,250,1
8003510006229,Parfum Intesa,500,1
8690937004916,Aftershave Hobby ,350,1
8690937004909,Aftershave Hobby,350,1
5943001101763,Doerdorant Mennen,300,1
3607343816656,Antidjerse Adidas,350,1
8717644013045,Antidjerse Axe Africa,300,1
8712561248884,Antidjerse Axe 2012,300,1
6001087364614,Antidjerse Axe Black,300,1
8002410045703,Antidjerse Borotalco,350,1
8690586206006,Doerdorant Bellissima ,350,1
7509546033037,Deordrorant LadySS,200,1
5201314152002,Parfum STR8,1000,1
6928001834537,Deordorant Wokali,300,1
8003693401569,Deordorant Genera,250,1
no barcode,Deordorant Dove,200,1
8003693401552,Deordorant Genera,250,1
6948726980685,Leter bixhozi,100,1
5304000259464,Sapun i lengshem,300,1
8002410042221,Sapun i lengshem Borotalco ,250,1
8693495033770,Sapun i ngurte Palmolive ,50,1
8714789700069,Sapun i ngurte Palmolive ,50,1
8001280026218,Puder Felce Azzura,200,1
8003693403839,Krem Genera ,350,1
8003510028108,Krem Glicemille,300,1
8003510026784,Krem Splend'Or,250,1
8004120909566,Krem Milmil,250,1
8003510002221,Spray flokesh Intesa,300,1
8003510002238,Spray flokesh Intesa,300,1
8710447174715,Shampo Dimension,150,1
8008970056845,Wash & Go 360ml,300,1
8008970042022,Wash & Go 200ml,200,1
8008970042251,Wash & Go Men,300,1
8001280068003,Felce Azzura 650ml,350,1
8001841267173,Pantene 360ml,400,1
8001090915481,Pantene 200ml,200,1
8001090196507,Head & Shoulders 400 ml,400,1
8001841667386,Head & Shoulders 400 ml,400,1
8001090047861,Head & Shoulders 300ml,300,1
8003693400456,Genera Baby,350,1
3574661584645,Johnson`s baby,300,1
8002410011395,Neutro Roberts,400,1
4005808134830,Nivea Shampo,400,1
4005808399123,Nivea 750ml,400,1
3600521142967,L'Oreal,300,1
4005900019394,Nivea men,300,1
4005808674138,Nivea Anti-Schuppen,300,1
8710447246801,Ultrex damaged & colored hair,400,1
8710447246733,Ultrex scalp oil control,400,1
8710447246849,Ultrex ice cool menthol,400,1
8714789880488,Palmolive Vital Strong,200,1
8714789880488,Palmolive Vital Strong,200,1
8714789880495,Palmolive Anti-Dandruff,200,1
8001280024108,Felce Azzura 400ml,250,1
8714789515656,Palmolive 500ml,350,1
3600522016182,L'Oreal ,350,1
7702018949946,Brisk Gillete Blue3,500,1
4027800019762,Brisk Wilkinson,50,1
3086126693279,Brisqe Bic 3,500,1
5201313010426,Brisqe Bic 2 Astor,150,1
3014260287047,Brisqe Gillete 2,100,1
7702018502356,Brisk Gillete Blue 2,150,1
4027800518838,Brisqe Wilkinson Duplo,250,1
3086127501641,Brisk Bic Chrome Platinium,50,1
8699449030970,Orbet,50,1
86942362,Lepirese,10,1
8691707095158,Cokollate Go Fresh,20,1
8691707062488,Biscolata,30,1
40084107,Veze Kinder,150,1
5205720230286,Rulon Kuzhine Alfa,350,1
5304000145156,Rulon Kuzhine Linekx,250,1
5202505016110,Rulon Kuzhine Gardenia ,120,1
5205720864979,Rulon Kuzhine Linea,120,1
5304000009519,Kartopeceta,50,1
5304000009700,Kartopeceta,50,1
5304000240035,Kartopeceta,50,1
8076800195057,Barilla,120,1
8076809523509,Barilla,120,1
8005121000146,Divella,100,1
8005121000061,Divella,100,1
8005121000085,Divella,100,1
8005121000290,Divella,100,1
8005121000542,Divella,100,1
8005121000405,Divella,100,1
8005121000429,Divella,100,1
8005121000610,Divella,100,1
8005121000177,Divella,100,1
8005121000610,Divella,100,1
5501150002609,Gliko Shalqini,250,1
5501150002623,Gliko Kumbulle,250,1
5306000037011,Gliko Fiku,250,1
5304000248239,Mjalte Zdrava,130,1
5306000001555,Recel Fiku 1kg,300,1
9007829023075,Sheqer,100,1
5301000416200,Thjerreza,150,1
5304000123925,Niseshte,100,1
5300000100508,Miell Gruri,120,1
5301000120046,Miell Misri,150,1
5201106270761,Fast yogo,200,1
5304000161361,Djath bebe,130,1
6111255761562,Sardele,100,1
6111255761555,Sardele,100,1
